380,0.7030
381,0.7398
382,0.5905
383,0.4633
384,0.5168
385,0.6495
386,0.6310
387,0.6460
388,0.6345
389,0.6885
390,0.7873
391,0.8400
392,0.7770
393,0.4993
394,0.5125
395,0.7875
396,0.7288
397,0.5068
398,0.8320
399,1.060
400,1.114
401,1.159
402,1.190
403,1.168
404,1.174
405,1.150
406,1.121
407,1.109
408,1.154
409,1.198
410,1.088
411,1.164
412,1.225
413,1.195
414,1.186
415,1.220
416,1.251
417,1.226
418,1.184
419,1.201
420,1.151
421,1.249
422,1.248
423,1.215
424,1.215
425,1.240
426,1.210
427,1.176
428,1.168
429,1.074
430,0.8893
431,0.8680
432,1.243
433,1.229
434,1.156
435,1.241
436,1.349
437,1.365
438,1.235
439,1.199
440,1.325
441,1.344
442,1.411
443,1.433
444,1.413
445,1.434
446,1.351
447,1.469
448,1.499
449,1.508
450,1.559
451,1.595
452,1.535
453,1.456
454,1.516
455,1.528
456,1.565
457,1.575
458,1.551
459,1.531
460,1.529
461,1.574
462,1.590
463,1.593
464,1.554
465,1.536
466,1.548
467,1.508
468,1.551
469,1.553
470,1.511
471,1.536
472,1.593
473,1.559
474,1.565
475,1.598
476,1.568
477,1.575
478,1.610
479,1.596
480,1.608
481,1.611
482,1.616
483,1.599
484,1.573
485,1.525
486,1.325
487,1.416
488,1.514
489,1.483
490,1.591
491,1.558
492,1.504
493,1.571
494,1.566
495,1.619
496,1.574
497,1.581
498,1.555
499,1.549
500,1.535
501,1.496
502,1.499
503,1.538
504,1.478
505,1.554
506,1.604
507,1.554
508,1.524
509,1.566
510,1.549
511,1.571
512,1.594
513,1.526
514,1.491
515,1.525
516,1.504
517,1.318
518,1.411
519,1.413
520,1.505
521,1.533
522,1.545
523,1.496
524,1.573
525,1.568
526,1.511
527,1.388
528,1.515
529,1.584
530,1.558
531,1.608
532,1.580
533,1.456
534,1.519
535,1.556
536,1.595
537,1.516
538,1.555
539,1.529
540,1.479
541,1.444
542,1.530
543,1.530
544,1.560
545,1.541
546,1.525
547,1.533
548,1.511
549,1.543
550,1.540
551,1.536
552,1.559
553,1.530
554,1.548
555,1.555
556,1.529
557,1.500
558,1.514
559,1.455
560,1.478
561,1.539
562,1.498
563,1.529
564,1.515
565,1.508
566,1.454
567,1.515
568,1.509
569,1.484
570,1.474
571,1.446
572,1.501
573,1.518
574,1.506
575,1.474
576,1.466
577,1.489
578,1.459
579,1.471
580,1.496
581,1.504
582,1.528
583,1.539
584,1.539
585,1.526
586,1.499
587,1.513
588,1.469
589,1.325
590,1.371
591,1.445
592,1.436
593,1.446
594,1.440
595,1.436
596,1.465
597,1.469
598,1.461
599,1.461
600,1.466
601,1.450
602,1.436
603,1.460
604,1.486
605,1.489
606,1.483
607,1.488
608,1.480
609,1.470
610,1.461
611,1.463
612,1.475
613,1.456
614,1.424
615,1.458
616,1.433
617,1.419
618,1.455
619,1.469
620,1.471
621,1.471
622,1.426
623,1.411
624,1.409
625,1.401
626,1.405
627,1.425
628,1.376
629,1.401
630,1.395
631,1.401
632,1.378
633,1.435
634,1.426
635,1.434
636,1.420
637,1.455
638,1.468
639,1.458
640,1.434
641,1.430
642,1.433
643,1.446
644,1.443
645,1.444
646,1.414
647,1.400
648,1.386
649,1.356
650,1.369
651,1.423
652,1.394
653,1.421
654,1.405
655,1.336
656,1.209
657,1.250
658,1.364
659,1.390
660,1.398
661,1.390
662,1.381
663,1.381
664,1.393
665,1.416
666,1.419
667,1.411
668,1.414
669,1.434
670,1.421
671,1.409
672,1.395
673,1.406
674,1.400
675,1.394
676,1.406
677,1.401
678,1.399
679,1.391
680,1.390
681,1.390
682,1.389
683,1.380
684,1.371
685,1.366
686,1.297
687,1.031
688,1.101
689,1.128
690,1.179
691,1.229
692,1.264
693,1.259
694,1.246
695,1.265
696,1.271
697,1.328
698,1.319
699,1.293
700,1.279
701,1.263
702,1.261
703,1.273
704,1.299
705,1.316
706,1.311
707,1.309
708,1.303
709,1.309
710,1.310
711,1.309
712,1.300
713,1.293
714,1.294
715,1.266
716,1.248
717,1.113
718,1.025
719,0.9424
720,0.9874
721,1.088
722,1.208
723,1.141
724,1.060
725,1.046
726,1.075
727,1.075
728,1.045
729,1.051
730,1.111
731,1.088
732,1.145
733,1.190
734,1.223
735,1.211
736,1.201
737,1.203
738,1.214
739,1.198
740,1.215
741,1.211
742,1.214
743,1.238
744,1.249
745,1.249
746,1.241
747,1.240
748,1.239
749,1.231
750,1.230
751,1.230
752,1.229
753,1.224
754,1.236
755,1.230
756,1.221
757,1.221
758,1.224
759,1.079
760,0.3668
761,0.2344
762,0.5810
763,0.4364
764,0.5355
765,0.6816
766,0.8159
767,0.9685
768,1.094
769,1.124
770,1.156
771,1.169
772,1.170
773,1.170
774,1.170
775,1.171
776,1.178
777,1.171
778,1.170
779,1.169
780,1.161
781,1.160
782,1.160
783,1.159
784,1.153
785,1.159
786,1.158
787,1.141
788,1.130
789,1.118
790,1.095
791,1.098
792,1.090
793,1.083
794,1.089
795,1.088
796,1.075
797,1.090
798,1.105
799,1.090
800,1.074
801,1.079
802,1.078
803,1.065
804,1.074
805,1.059
806,1.084
807,1.081
808,1.076
809,1.054
810,1.050
811,1.046
812,1.023
813,0.9976
814,0.9136
815,0.8861
816,0.8403
817,0.8430
818,0.8340
819,0.8871
820,0.8815
821,0.9723
822,0.9200
823,0.7384
824,0.9038
825,0.9581
826,0.9419
827,0.9588
828,0.8739
829,0.9153
830,0.9158
831,0.9164
832,0.9034
833,0.9434
834,0.9425
835,0.9876
836,0.9788
837,1.003
838,0.9980
839,0.9993
840,1.009
841,1.008
842,0.9968
843,0.9971
844,0.9885
845,1.008
846,1.015
847,0.9929
848,0.9883
849,0.9723
850,0.9126
851,0.9613
852,0.9670
853,0.9485
854,0.8708
855,0.9099
856,0.9649
857,0.9866
858,0.9890
859,0.9885
860,0.9854
861,0.9851
862,0.9918
863,0.9945
864,0.9768
865,0.9479
866,0.8694
867,0.9101
868,0.9495
869,0.9504
870,0.9610
871,0.9544
872,0.9611
873,0.9533
874,0.9383
875,0.9290
876,0.9471
877,0.9523
878,0.9484
879,0.9364
880,0.9328
881,0.9129
882,0.9266
883,0.9278
884,0.9311
885,0.9359
886,0.9100
887,0.9091
888,0.9200
889,0.9291
890,0.9226
891,0.9206
892,0.9038
893,0.8726
894,0.8470
895,0.8094
896,0.7544
897,0.6825
898,0.6884
899,0.5923
900,0.6981
901,0.6243
902,0.6601
903,0.7038
904,0.8193
905,0.8131
906,0.7613
907,0.6556
908,0.6549
909,0.6856
910,0.6383
911,0.6633
912,0.6769
